Ticket_ID,Created_Date,Ticket_Type,Priority,Status,Channel,Product,Category,Assigned_Agent,First_Response_Time_Hours,Resolution_Time_Hours,CSAT_Score
TKT-00441,2024-02-21 14:06:00,General Inquiry,Critical,In Progress,Web Portal,Product E,UI/UX,Agent_5,1.7,21.68,
TKT-00442,2024-09-26 14:00:00,General Inquiry,Medium,Resolved,Chat,Product A,Payment,Agent_4,13.19,43.01,3.0
TKT-00443,2024-03-14 13:55:00,Technical Issue,Critical,Resolved,Chat,Product D,Performance,Agent_14,1.18,6.67,3.0
TKT-00444,2024-12-01 04:04:00,Bug Report,Critical,Pending,Chat,Product A,Data Loss,Agent_13,0.63,21.97,
TKT-00445,2024-08-28 08:21:00,General Inquiry,Critical,Closed,Chat,Product A,Integration,Agent_5,1.38,9.9,5.0
TKT-00446,2024-11-15 22:25:00,Account Access,High,Open,Chat,Product D,Performance,Agent_12,9.09,47.47,
TKT-00447,2024-11-28 02:54:00,Technical Issue,Critical,Closed,Phone,Product E,UI/UX,Agent_7,0.98,16.52,5.0
TKT-00448,2024-06-17 21:54:00,Technical Issue,Low,Pending,Chat,Product A,UI/UX,Agent_9,52.22,49.25,
TKT-00449,2024-09-30 12:20:00,Feature Request,Critical,Resolved,Web Portal,Product D,Performance,Agent_2,2.12,11.11,5.0
TKT-00450,2024-11-16 22:56:00,Billing Question,Medium,In Progress,Chat,Product E,Documentation,Agent_12,14.3,76.59,
TKT-00451,2024-09-06 17:02:00,Technical Issue,Medium,Closed,Chat,Product D,UI/UX,Agent_1,7.49,44.14,3.0
TKT-00452,2024-11-12 02:15:00,Account Access,Critical,Resolved,Phone,Product D,Authentication,Agent_14,2.8,9.12,4.0
TKT-00453,2024-11-19 21:58:00,Bug Report,Low,Pending,Email,Product A,Data Loss,Agent_6,54.81,49.88,
TKT-00454,2024-05-27 07:47:00,Bug Report,Low,Pending,Email,Product D,Documentation,Agent_5,38.26,126.88,
TKT-00455,2024-02-16 13:06:00,Bug Report,High,Resolved,Chat,Product D,Payment,Agent_11,6.71,43.25,4.0
TKT-00456,2024-11-20 22:55:00,Feature Request,Low,Resolved,Phone,Product B,Documentation,Agent_9,28.75,160.68,2.0
TKT-00457,2024-02-21 14:10:00,Account Access,High,Closed,Chat,Product A,Integration,Agent_6,3.61,33.0,5.0
TKT-00458,2024-12-21 09:57:00,Technical Issue,High,Open,Email,Product E,Integration,Agent_2,10.38,38.01,
TKT-00459,2024-01-15 01:20:00,General Inquiry,Low,Closed,Phone,Product A,Authentication,Agent_1,48.42,130.57,3.0
TKT-00460,2024-01-29 09:22:00,Account Access,Low,In Progress,Web Portal,Product D,Integration,Agent_13,22.63,161.48,
TKT-00461,2024-07-10 13:09:00,Feature Request,High,Resolved,Web Portal,Product B,Performance,Agent_11,3.24,21.26,2.0
TKT-00462,2024-05-05 16:26:00,Feature Request,Medium,In Progress,Phone,Product B,Performance,Agent_2,19.35,69.09,
TKT-00463,2024-10-16 21:50:00,Billing Question,Critical,In Progress,Web Portal,Product C,Authentication,Agent_8,1.09,16.09,
TKT-00464,2024-04-02 05:11:00,Account Access,Medium,Open,Phone,Product C,Documentation,Agent_5,18.09,38.84,
TKT-00465,2024-02-10 19:55:00,Bug Report,Low,Closed,Chat,Product B,Documentation,Agent_10,12.67,101.06,3.0
TKT-00466,2024-07-14 19:43:00,Feature Request,Low,Pending,Chat,Product A,Payment,Agent_12,28.4,86.91,
TKT-00467,2024-05-03 15:58:00,Feature Request,High,In Progress,Email,Product A,Performance,Agent_1,6.41,19.34,
TKT-00468,2024-10-25 04:14:00,Billing Question,Critical,In Progress,Chat,Product D,Payment,Agent_8,1.12,16.6,
TKT-00469,2024-08-24 20:16:00,General Inquiry,Low,In Progress,Chat,Product C,Documentation,Agent_6,54.86,150.99,
TKT-00470,2024-08-23 08:42:00,Bug Report,Critical,In Progress,Email,Product B,Payment,Agent_4,3.62,11.91,
TKT-00471,2024-01-05 14:57:00,General Inquiry,Medium,Pending,Phone,Product D,Integration,Agent_13,15.58,56.12,
TKT-00472,2024-05-27 21:34:00,Feature Request,Critical,Closed,Chat,Product E,UI/UX,Agent_12,2.05,18.6,5.0
TKT-00473,2024-03-21 02:28:00,Technical Issue,Medium,Open,Chat,Product E,Performance,Agent_10,6.86,55.24,
TKT-00474,2024-06-25 18:19:00,Bug Report,Low,In Progress,Chat,Product A,Documentation,Agent_10,50.09,65.8,
TKT-00475,2024-11-23 13:44:00,Account Access,Low,Resolved,Email,Product D,Documentation,Agent_12,43.37,105.48,3.0
TKT-00476,2024-05-08 14:54:00,Billing Question,High,Pending,Phone,Product D,UI/UX,Agent_15,8.63,29.85,
TKT-00477,2024-06-03 06:24:00,General Inquiry,Medium,Open,Email,Product B,Integration,Agent_11,17.88,57.08,
TKT-00478,2024-09-04 03:15:00,Technical Issue,Medium,Resolved,Web Portal,Product D,Documentation,Agent_11,7.85,82.72,4.0
TKT-00479,2024-07-14 18:22:00,Technical Issue,Critical,Resolved,Chat,Product B,Authentication,Agent_9,2.92,7.52,5.0
TKT-00480,2024-10-21 09:44:00,Account Access,High,Resolved,Web Portal,Product C,Performance,Agent_14,6.44,32.51,5.0
TKT-00481,2024-05-31 00:53:00,Billing Question,High,In Progress,Phone,Product D,Documentation,Agent_10,7.98,45.96,
TKT-00482,2024-12-03 12:17:00,Feature Request,High,Closed,Chat,Product A,Authentication,Agent_4,2.49,18.49,5.0
TKT-00483,2024-01-05 18:55:00,General Inquiry,Medium,In Progress,Web Portal,Product A,Documentation,Agent_6,12.79,44.31,
TKT-00484,2024-12-17 23:03:00,General Inquiry,Low,Resolved,Web Portal,Product D,Documentation,Agent_5,24.1,85.22,2.0
TKT-00485,2024-11-06 23:31:00,Billing Question,Low,Open,Web Portal,Product C,Integration,Agent_5,26.98,154.23,
TKT-00486,2024-05-26 07:38:00,General Inquiry,Critical,In Progress,Chat,Product E,Integration,Agent_11,3.68,20.35,
TKT-00487,2024-06-29 07:40:00,Feature Request,Critical,Open,Chat,Product A,UI/UX,Agent_13,1.2,17.75,
TKT-00488,2024-04-07 19:16:00,Account Access,Medium,In Progress,Chat,Product C,Integration,Agent_14,6.29,37.53,
TKT-00489,2024-12-13 23:49:00,Account Access,Low,Closed,Chat,Product D,Documentation,Agent_12,13.68,65.22,3.0
TKT-00490,2024-12-03 21:53:00,Technical Issue,High,Closed,Email,Product C,Performance,Agent_10,2.15,27.35,5.0
TKT-00491,2024-03-11 20:06:00,Technical Issue,Low,In Progress,Web Portal,Product E,UI/UX,Agent_11,61.23,102.6,
TKT-00492,2024-11-17 20:02:00,Technical Issue,Critical,In Progress,Email,Product E,Integration,Agent_3,2.88,16.9,
TKT-00493,2024-06-07 14:02:00,Account Access,Low,Closed,Phone,Product E,Documentation,Agent_12,15.79,96.3,2.0
TKT-00494,2024-10-23 11:46:00,Feature Request,High,Open,Web Portal,Product B,Authentication,Agent_7,11.59,38.08,
TKT-00495,2024-03-08 02:58:00,Account Access,Critical,Closed,Chat,Product A,Documentation,Agent_9,0.84,6.75,5.0
TKT-00496,2024-05-31 10:47:00,Account Access,Medium,In Progress,Chat,Product E,Payment,Agent_12,21.04,78.03,
TKT-00497,2024-07-31 05:12:00,Technical Issue,Low,Open,Chat,Product C,UI/UX,Agent_4,51.85,49.41,
TKT-00498,2024-03-08 17:56:00,Billing Question,Low,In Progress,Email,Product A,Performance,Agent_2,55.44,59.97,
TKT-00499,2024-07-06 16:32:00,Technical Issue,Medium,Pending,Chat,Product E,Data Loss,Agent_6,6.79,51.65,
TKT-00500,2024-05-19 05:16:00,Billing Question,Medium,In Progress,Web Portal,Product C,Authentication,Agent_9,15.23,31.92,
TKT-00501,2024-09-03 09:47:00,Feature Request,High,Closed,Web Portal,Product A,Performance,Agent_10,10.16,12.49,5.0
TKT-00502,2024-06-22 03:29:00,Feature Request,Low,Resolved,Phone,Product A,Integration,Agent_4,31.36,147.66,4.0
TKT-00503,2024-02-08 04:48:00,Bug Report,Critical,Closed,Web Portal,Product D,Data Loss,Agent_14,2.69,22.69,4.0
TKT-00504,2024-04-25 21:46:00,Bug Report,Low,Closed,Chat,Product C,UI/UX,Agent_13,49.48,63.86,2.0
TKT-00505,2024-12-11 12:54:00,Bug Report,High,Open,Web Portal,Product D,Documentation,Agent_6,11.34,39.72,
TKT-00506,2024-10-12 11:05:00,Feature Request,Critical,Pending,Web Portal,Product E,Data Loss,Agent_8,1.88,9.35,
TKT-00507,2024-07-21 00:16:00,Technical Issue,Critical,Open,Email,Product A,UI/UX,Agent_2,2.0,22.77,
TKT-00508,2024-10-01 03:29:00,Technical Issue,Critical,In Progress,Web Portal,Product C,Performance,Agent_3,1.31,15.99,
TKT-00509,2024-07-07 21:47:00,Technical Issue,High,Resolved,Phone,Product C,Integration,Agent_12,3.06,40.53,5.0
TKT-00510,2024-12-10 08:37:00,Account Access,Low,Closed,Web Portal,Product B,UI/UX,Agent_7,31.4,49.13,4.0
TKT-00511,2024-07-14 20:23:00,Bug Report,Critical,Resolved,Email,Product E,Authentication,Agent_14,0.55,19.83,5.0
TKT-00512,2024-02-25 21:14:00,Technical Issue,Medium,Resolved,Email,Product A,Documentation,Agent_7,17.77,63.05,4.0
TKT-00513,2024-08-29 00:39:00,Bug Report,High,In Progress,Web Portal,Product E,Authentication,Agent_2,2.12,41.46,
TKT-00514,2024-10-14 10:58:00,Bug Report,Critical,In Progress,Web Portal,Product B,UI/UX,Agent_2,1.24,21.05,
TKT-00515,2024-11-08 07:41:00,Account Access,High,Resolved,Email,Product B,UI/UX,Agent_1,4.2,15.06,2.0
TKT-00516,2024-02-02 20:52:00,Feature Request,Medium,Closed,Chat,Product C,Payment,Agent_7,17.84,34.02,4.0
TKT-00517,2024-08-25 22:19:00,Technical Issue,Critical,In Progress,Web Portal,Product B,UI/UX,Agent_15,1.47,19.19,
TKT-00518,2024-11-28 13:07:00,Account Access,Low,Closed,Email,Product E,Integration,Agent_3,49.43,155.09,2.0
TKT-00519,2024-03-12 01:02:00,Feature Request,High,In Progress,Web Portal,Product A,Documentation,Agent_8,2.44,41.36,
TKT-00520,2024-06-04 15:07:00,Feature Request,Critical,Closed,Email,Product D,UI/UX,Agent_4,3.6,10.15,5.0
TKT-00521,2024-02-19 07:56:00,Technical Issue,Critical,Closed,Chat,Product E,Payment,Agent_8,1.94,13.58,3.0
TKT-00522,2024-10-02 04:24:00,General Inquiry,High,Pending,Phone,Product B,Authentication,Agent_2,9.68,20.78,
TKT-00523,2024-08-20 11:42:00,Bug Report,Medium,In Progress,Web Portal,Product B,Integration,Agent_6,14.99,63.13,
TKT-00524,2024-12-22 17:26:00,Billing Question,High,Pending,Web Portal,Product C,Payment,Agent_11,11.9,21.63,
TKT-00525,2024-10-27 23:46:00,Bug Report,Low,Resolved,Phone,Product C,UI/UX,Agent_9,54.75,113.23,1.0
TKT-00526,2024-03-20 13:41:00,Bug Report,Medium,Closed,Phone,Product C,Performance,Agent_7,20.24,25.53,3.0
TKT-00527,2024-02-20 15:39:00,Billing Question,Low,Closed,Web Portal,Product E,Performance,Agent_10,67.33,53.34,3.0
TKT-00528,2024-07-27 08:02:00,General Inquiry,Low,Open,Chat,Product D,Data Loss,Agent_9,46.15,113.36,
TKT-00529,2024-12-19 11:13:00,Feature Request,High,In Progress,Web Portal,Product C,Authentication,Agent_9,4.52,15.69,
TKT-00530,2024-08-15 14:15:00,Billing Question,Critical,Resolved,Phone,Product A,Authentication,Agent_13,0.83,21.73,5.0
TKT-00531,2024-07-04 03:43:00,Billing Question,Medium,Resolved,Email,Product A,Payment,Agent_7,11.84,53.9,4.0
TKT-00532,2024-07-07 17:57:00,Account Access,Low,In Progress,Chat,Product C,Payment,Agent_14,49.85,48.15,
TKT-00533,2024-11-26 11:03:00,Account Access,Critical,Open,Web Portal,Product C,Data Loss,Agent_5,1.86,8.49,
TKT-00534,2024-07-22 08:12:00,Account Access,Critical,Open,Web Portal,Product D,UI/UX,Agent_10,3.74,8.53,
TKT-00535,2024-03-03 14:05:00,Feature Request,Critical,In Progress,Email,Product D,Documentation,Agent_8,3.2,11.71,
TKT-00536,2024-12-05 06:41:00,Billing Question,Medium,Closed,Email,Product E,Documentation,Agent_11,8.39,49.44,3.0
TKT-00537,2024-11-23 19:01:00,Technical Issue,Critical,Closed,Chat,Product E,UI/UX,Agent_7,1.11,9.74,5.0
TKT-00538,2024-01-26 10:15:00,Billing Question,High,Resolved,Chat,Product A,Documentation,Agent_8,9.62,45.18,5.0
TKT-00539,2024-03-05 18:13:00,Feature Request,Low,In Progress,Web Portal,Product D,Payment,Agent_12,53.26,130.13,
TKT-00540,2024-02-05 17:13:00,Account Access,Critical,Closed,Web Portal,Product E,Documentation,Agent_15,3.92,17.74,5.0
TKT-00541,2024-10-27 06:52:00,Feature Request,Low,Open,Phone,Product E,Data Loss,Agent_8,51.98,133.78,
TKT-00542,2024-04-29 10:49:00,Account Access,Medium,In Progress,Web Portal,Product C,UI/UX,Agent_12,7.22,88.92,
TKT-00543,2024-03-16 19:00:00,Feature Request,Low,Resolved,Email,Product D,Integration,Agent_7,13.06,107.02,2.0
TKT-00544,2024-05-21 04:08:00,Technical Issue,Critical,Closed,Chat,Product E,Documentation,Agent_14,3.69,23.82,4.0
TKT-00545,2024-10-03 08:51:00,Account Access,Medium,Closed,Web Portal,Product C,Performance,Agent_3,14.08,40.17,2.0
TKT-00546,2024-03-30 03:42:00,Account Access,Medium,Open,Chat,Product A,Integration,Agent_3,15.2,92.87,
TKT-00547,2024-01-14 04:00:00,Billing Question,Medium,Closed,Web Portal,Product B,Integration,Agent_9,19.35,44.29,4.0
TKT-00548,2024-07-02 07:37:00,General Inquiry,Medium,Closed,Email,Product D,Documentation,Agent_3,15.06,29.49,5.0
TKT-00549,2024-06-14 00:11:00,General Inquiry,Medium,Open,Phone,Product A,UI/UX,Agent_8,18.68,48.03,
TKT-00550,2024-05-15 01:08:00,Feature Request,Low,Open,Phone,Product A,Payment,Agent_12,12.8,91.26,
TKT-00551,2024-08-03 16:07:00,Bug Report,Critical,Resolved,Chat,Product D,Performance,Agent_8,0.57,22.49,5.0
TKT-00552,2024-02-02 15:28:00,Bug Report,Low,In Progress,Email,Product B,Payment,Agent_3,57.54,58.18,
TKT-00553,2024-07-04 16:37:00,Billing Question,Critical,Closed,Email,Product C,UI/UX,Agent_12,0.93,4.87,5.0
TKT-00554,2024-02-25 14:32:00,Feature Request,Medium,Closed,Email,Product A,Data Loss,Agent_9,10.26,34.88,4.0
TKT-00555,2024-04-23 19:02:00,Technical Issue,Medium,Open,Web Portal,Product A,Documentation,Agent_14,13.71,54.86,
TKT-00556,2024-12-03 16:19:00,Billing Question,High,Resolved,Phone,Product B,Performance,Agent_9,4.44,24.05,4.0
TKT-00557,2024-08-22 20:01:00,Account Access,High,Closed,Email,Product C,Documentation,Agent_2,2.79,18.53,3.0
TKT-00558,2024-02-01 15:54:00,Technical Issue,Low,Resolved,Web Portal,Product A,Performance,Agent_12,20.25,99.03,3.0
TKT-00559,2024-07-24 13:43:00,Feature Request,Low,Pending,Chat,Product B,Payment,Agent_4,41.92,155.17,
TKT-00560,2024-02-25 15:45:00,Account Access,Critical,Open,Web Portal,Product D,Authentication,Agent_8,1.21,17.74,
TKT-00561,2024-08-15 02:57:00,Bug Report,Critical,Closed,Web Portal,Product B,Integration,Agent_8,1.82,16.5,5.0
TKT-00562,2024-02-11 10:38:00,Feature Request,High,Resolved,Email,Product B,Performance,Agent_1,8.42,22.33,3.0
TKT-00563,2024-03-16 02:08:00,Account Access,High,In Progress,Chat,Product E,Payment,Agent_12,4.38,43.51,
TKT-00564,2024-05-20 19:40:00,Feature Request,Critical,Resolved,Phone,Product A,Integration,Agent_3,3.04,9.42,5.0
TKT-00565,2024-10-26 17:45:00,Account Access,Low,Resolved,Chat,Product C,Integration,Agent_9,71.31,107.91,3.0
TKT-00566,2024-06-15 12:38:00,Feature Request,Critical,Pending,Chat,Product D,Documentation,Agent_6,2.05,11.38,
TKT-00567,2024-09-28 09:29:00,General Inquiry,Low,Closed,Chat,Product E,Data Loss,Agent_15,64.64,79.85,2.0
TKT-00568,2024-09-15 19:27:00,Bug Report,Critical,Closed,Chat,Product B,Payment,Agent_2,0.97,22.14,5.0
TKT-00569,2024-02-20 22:07:00,Billing Question,Medium,Open,Email,Product D,Authentication,Agent_10,11.72,81.51,
TKT-00570,2024-12-01 20:56:00,Account Access,Medium,Resolved,Web Portal,Product C,Authentication,Agent_14,20.17,80.8,4.0
TKT-00571,2024-10-09 23:55:00,Account Access,Low,In Progress,Phone,Product D,Data Loss,Agent_7,14.38,151.41,
TKT-00572,2024-04-20 13:28:00,Bug Report,Low,Pending,Phone,Product D,UI/UX,Agent_2,59.51,165.37,
TKT-00573,2024-04-26 13:21:00,General Inquiry,Low,Resolved,Web Portal,Product A,Data Loss,Agent_2,36.89,141.33,3.0
TKT-00574,2024-08-20 12:26:00,Billing Question,High,In Progress,Phone,Product C,UI/UX,Agent_6,10.13,17.28,
TKT-00575,2024-02-18 10:27:00,Feature Request,High,Open,Chat,Product B,Payment,Agent_10,9.51,17.32,
TKT-00576,2024-06-09 21:16:00,Account Access,Critical,Pending,Email,Product A,Authentication,Agent_5,1.3,12.93,
TKT-00577,2024-07-10 04:43:00,Billing Question,High,Closed,Chat,Product A,Integration,Agent_1,9.33,40.69,5.0
TKT-00578,2024-08-30 02:05:00,Feature Request,Critical,Closed,Chat,Product B,Payment,Agent_9,1.7,23.53,4.0
TKT-00579,2024-02-13 02:27:00,Account Access,Critical,Resolved,Email,Product E,Performance,Agent_3,1.22,20.29,5.0
TKT-00580,2024-02-19 23:47:00,Account Access,Critical,Pending,Phone,Product C,UI/UX,Agent_2,0.69,6.26,
TKT-00581,2024-07-09 04:35:00,General Inquiry,Low,In Progress,Email,Product D,Documentation,Agent_6,67.06,99.29,
TKT-00582,2024-01-31 18:35:00,General Inquiry,Medium,Open,Web Portal,Product E,Payment,Agent_5,23.79,76.32,
TKT-00583,2024-10-14 10:42:00,General Inquiry,High,Open,Web Portal,Product C,Authentication,Agent_6,10.01,17.21,
TKT-00584,2024-03-03 13:22:00,Feature Request,Critical,Closed,Web Portal,Product C,Integration,Agent_5,2.94,10.46,5.0
TKT-00585,2024-12-06 13:55:00,Bug Report,Medium,Closed,Email,Product D,Data Loss,Agent_5,10.0,33.18,4.0
TKT-00586,2024-01-27 09:38:00,Billing Question,Critical,Open,Web Portal,Product E,Integration,Agent_8,3.55,19.35,
TKT-00587,2024-06-08 11:06:00,Account Access,Low,Closed,Chat,Product E,Data Loss,Agent_1,43.29,90.31,2.0
TKT-00588,2024-10-22 16:13:00,Feature Request,Critical,Open,Chat,Product E,Performance,Agent_13,1.14,13.88,
TKT-00589,2024-03-20 21:30:00,Account Access,High,Resolved,Web Portal,Product D,Payment,Agent_3,8.3,29.33,4.0
TKT-00590,2024-04-24 03:22:00,Feature Request,Medium,In Progress,Web Portal,Product D,Authentication,Agent_3,7.16,94.05,
TKT-00591,2024-10-11 11:07:00,Account Access,Low,Pending,Web Portal,Product C,Performance,Agent_13,41.5,120.21,
TKT-00592,2024-05-22 18:14:00,Technical Issue,Critical,Resolved,Web Portal,Product E,Payment,Agent_10,3.84,16.73,4.0
TKT-00593,2024-08-07 17:49:00,Bug Report,High,Pending,Email,Product B,Data Loss,Agent_7,2.52,16.98,
TKT-00594,2024-11-14 19:43:00,Billing Question,High,Open,Email,Product C,Authentication,Agent_1,11.92,45.99,
TKT-00595,2024-11-25 17:01:00,Bug Report,Low,In Progress,Chat,Product B,Authentication,Agent_15,68.3,158.59,
TKT-00596,2024-11-07 21:53:00,Bug Report,High,Resolved,Phone,Product C,UI/UX,Agent_15,3.26,25.79,4.0
TKT-00597,2024-12-21 08:01:00,Billing Question,High,Closed,Chat,Product B,Data Loss,Agent_5,3.74,31.78,4.0
TKT-00598,2024-04-02 08:44:00,General Inquiry,High,Pending,Email,Product D,Integration,Agent_15,7.49,31.39,
TKT-00599,2024-06-07 10:22:00,Bug Report,High,Pending,Chat,Product C,Documentation,Agent_5,9.95,29.73,
TKT-00600,2024-01-04 05:55:00,Technical Issue,Critical,Closed,Chat,Product C,Integration,Agent_4,1.22,14.72,4.0
TKT-00601,2024-03-14 18:42:00,General Inquiry,Low,Resolved,Email,Product A,Documentation,Agent_3,42.45,75.61,3.0
TKT-00602,2024-07-24 02:09:00,Feature Request,Medium,Closed,Phone,Product B,UI/UX,Agent_14,13.67,30.02,3.0
TKT-00603,2024-11-20 00:05:00,General Inquiry,Medium,Pending,Email,Product C,Integration,Agent_12,14.41,75.47,
TKT-00604,2024-09-28 06:24:00,Billing Question,High,Closed,Chat,Product C,Authentication,Agent_8,3.64,30.97,5.0
TKT-00605,2024-08-02 14:21:00,Feature Request,Critical,Pending,Email,Product D,Payment,Agent_1,1.19,19.53,
TKT-00606,2024-03-21 11:19:00,Account Access,High,Resolved,Phone,Product B,UI/UX,Agent_2,6.24,41.21,5.0
TKT-00607,2024-06-15 18:38:00,General Inquiry,High,In Progress,Phone,Product E,Payment,Agent_9,8.06,19.9,
TKT-00608,2024-02-13 01:09:00,Technical Issue,Critical,Resolved,Email,Product B,Payment,Agent_6,1.56,5.75,5.0
TKT-00609,2024-03-21 19:03:00,Feature Request,Low,Closed,Email,Product E,Documentation,Agent_2,46.59,91.41,3.0
TKT-00610,2024-12-11 02:17:00,General Inquiry,Medium,Closed,Email,Product C,Documentation,Agent_14,23.42,38.64,5.0
TKT-00611,2024-08-14 21:27:00,Feature Request,Critical,Resolved,Web Portal,Product B,Documentation,Agent_1,1.2,21.01,5.0
TKT-00612,2024-09-05 19:28:00,Billing Question,Medium,In Progress,Chat,Product B,Performance,Agent_7,21.52,50.09,
TKT-00613,2024-07-31 08:13:00,General Inquiry,Critical,Pending,Chat,Product B,Performance,Agent_8,2.18,13.48,
TKT-00614,2024-09-19 03:22:00,Account Access,Critical,Closed,Phone,Product B,UI/UX,Agent_10,3.83,6.67,5.0
TKT-00615,2024-08-08 03:18:00,Billing Question,High,Closed,Chat,Product B,Integration,Agent_5,5.6,15.97,5.0
TKT-00616,2024-12-13 21:37:00,Account Access,Low,Resolved,Web Portal,Product A,Integration,Agent_10,34.66,157.36,2.0
TKT-00617,2024-09-06 16:42:00,General Inquiry,Medium,Pending,Phone,Product A,Payment,Agent_8,14.47,49.98,
TKT-00618,2024-06-06 01:14:00,Billing Question,Low,Pending,Email,Product C,Integration,Agent_15,37.36,149.92,
TKT-00619,2024-07-21 19:03:00,General Inquiry,High,Closed,Email,Product E,Documentation,Agent_6,8.09,40.03,3.0
TKT-00620,2024-01-04 06:19:00,Feature Request,Critical,Pending,Phone,Product B,Payment,Agent_13,2.02,6.79,
TKT-00621,2024-04-18 04:48:00,Feature Request,Medium,Resolved,Phone,Product D,Data Loss,Agent_7,8.81,57.15,5.0
TKT-00622,2024-05-10 09:20:00,Technical Issue,Low,In Progress,Phone,Product C,Payment,Agent_8,69.23,148.23,
TKT-00623,2024-03-02 00:31:00,Feature Request,Medium,Open,Web Portal,Product C,Documentation,Agent_14,14.68,63.71,
TKT-00624,2024-08-08 05:08:00,Bug Report,Medium,In Progress,Email,Product B,Performance,Agent_12,19.71,91.06,
TKT-00625,2024-07-13 17:45:00,Feature Request,Medium,Resolved,Web Portal,Product B,UI/UX,Agent_14,13.69,54.32,3.0
TKT-00626,2024-04-27 16:35:00,Bug Report,Low,In Progress,Email,Product E,UI/UX,Agent_10,16.99,73.29,
TKT-00627,2024-12-08 11:04:00,Feature Request,Medium,Open,Phone,Product A,Payment,Agent_3,22.32,40.17,
TKT-00628,2024-07-22 23:02:00,Bug Report,Low,In Progress,Web Portal,Product C,Integration,Agent_13,30.01,137.64,
TKT-00629,2024-08-11 00:29:00,Bug Report,Critical,Closed,Chat,Product C,Payment,Agent_3,2.38,6.34,5.0
TKT-00630,2024-02-09 10:36:00,General Inquiry,Low,Resolved,Email,Product B,Integration,Agent_9,45.17,131.49,4.0
TKT-00631,2024-08-07 18:25:00,Feature Request,High,Pending,Phone,Product C,Documentation,Agent_11,3.76,17.15,
TKT-00632,2024-12-29 20:26:00,Bug Report,Medium,Closed,Phone,Product D,Payment,Agent_8,12.85,76.78,3.0
TKT-00633,2024-05-28 03:25:00,Technical Issue,High,Closed,Web Portal,Product E,Authentication,Agent_13,5.06,37.06,4.0
TKT-00634,2024-01-11 10:10:00,Account Access,High,Open,Chat,Product B,Performance,Agent_8,4.83,27.29,
TKT-00635,2024-11-12 14:53:00,General Inquiry,Critical,In Progress,Chat,Product E,Performance,Agent_11,2.47,5.08,
TKT-00636,2024-12-19 11:05:00,Bug Report,Critical,Resolved,Email,Product C,Payment,Agent_8,2.18,6.12,3.0
TKT-00637,2024-08-11 03:15:00,Bug Report,Low,Open,Email,Product A,Data Loss,Agent_3,31.99,117.79,
TKT-00638,2024-08-11 18:25:00,General Inquiry,Low,Open,Email,Product A,Integration,Agent_14,54.89,105.22,
TKT-00639,2024-09-25 02:25:00,Technical Issue,Medium,In Progress,Web Portal,Product D,Payment,Agent_12,9.52,66.76,
TKT-00640,2024-06-07 23:21:00,Technical Issue,High,Resolved,Phone,Product D,Performance,Agent_6,11.16,17.69,4.0
TKT-00641,2024-04-23 10:49:00,Billing Question,Critical,Closed,Web Portal,Product B,Data Loss,Agent_2,0.51,6.94,5.0
TKT-00642,2024-03-27 02:32:00,General Inquiry,Critical,Resolved,Phone,Product D,UI/UX,Agent_13,3.52,6.83,5.0
TKT-00643,2024-11-20 03:33:00,General Inquiry,Medium,Open,Phone,Product C,UI/UX,Agent_10,19.15,41.64,
TKT-00644,2024-09-18 06:57:00,Account Access,Critical,Open,Phone,Product B,Integration,Agent_11,1.81,4.25,
TKT-00645,2024-06-27 11:46:00,Billing Question,High,Pending,Chat,Product A,Authentication,Agent_10,6.05,41.92,
TKT-00646,2024-11-26 04:15:00,General Inquiry,High,In Progress,Web Portal,Product E,Authentication,Agent_7,6.16,26.99,
TKT-00647,2024-02-22 04:16:00,Bug Report,Medium,Pending,Web Portal,Product E,Integration,Agent_7,13.1,79.11,
TKT-00648,2024-04-11 05:38:00,Technical Issue,High,Open,Web Portal,Product C,Payment,Agent_4,9.42,28.91,
TKT-00649,2024-03-19 20:04:00,Bug Report,Low,Closed,Chat,Product C,Documentation,Agent_15,35.04,64.81,4.0
TKT-00650,2024-03-31 20:31:00,General Inquiry,High,Open,Chat,Product D,Performance,Agent_7,5.08,30.99,
TKT-00651,2024-08-25 18:48:00,General Inquiry,Low,Resolved,Phone,Product C,UI/UX,Agent_6,71.25,161.85,2.0
TKT-00652,2024-10-23 14:43:00,General Inquiry,Critical,Resolved,Chat,Product E,Integration,Agent_9,0.75,13.4,5.0
TKT-00653,2024-10-16 20:40:00,Feature Request,Low,Closed,Email,Product B,UI/UX,Agent_1,65.1,134.71,2.0
TKT-00654,2024-11-15 10:55:00,Account Access,Medium,Closed,Email,Product E,Payment,Agent_11,23.86,55.97,2.0
TKT-00655,2024-11-17 10:09:00,Feature Request,Medium,Pending,Email,Product D,UI/UX,Agent_15,8.24,70.43,
TKT-00656,2024-08-13 02:30:00,Technical Issue,Medium,Closed,Web Portal,Product C,Integration,Agent_8,22.78,24.95,1.0
TKT-00657,2024-08-14 20:19:00,Technical Issue,Medium,Open,Email,Product A,UI/UX,Agent_12,8.92,32.01,
TKT-00658,2024-05-20 18:03:00,Technical Issue,Medium,In Progress,Chat,Product D,Integration,Agent_5,19.73,28.32,
TKT-00659,2024-06-29 16:04:00,Account Access,High,Resolved,Web Portal,Product A,UI/UX,Agent_11,11.57,35.13,4.0
TKT-00660,2024-06-07 14:28:00,Billing Question,Critical,Resolved,Web Portal,Product B,Data Loss,Agent_2,3.2,16.08,4.0
